noise,precision,generalization,simplicity,is_sound
0.4,0.3755868544600939,0.6732004731199159,0.6507936507936508,True
0.3,0.44650499286733236,0.5465262907003376,0.6380952380952382,True
0.5,0.3464912280701754,0.685982815932161,0.6393442622950819,True
0.6,0.3464912280701754,0.685982815932161,0.6393442622950819,True
0.7,0.42245989304812837,0.6332706658954971,0.6811594202898551,True
0.8,0.4049586776859504,0.6221086965116072,0.7142857142857143,True
0.9,0.5051546391752577,0.6465329762555847,0.7241379310344828,True
0.2,0.4436619718309859,0.4920854249109238,0.6507936507936508,True
0.1,0.43246930422919505,0.4843556268080883,0.6541353383458647,True
